0:Off 1:On,Metadata,Attribute Code,Required,Feature Code,Geometry
0,0,ADI,M,AK120,A
0,0,ADI,M,AQ162,P
0,0,ADR,M,AT012,A
0,0,ADR,M,AT012,P
0,0,ADR,M,GB230,A
0,0,ADR,M,GB230,P
0,0,ADR,M,AK164,A
0,0,ADR,M,AK164,P
0,0,ADR,M,AK030,A
0,0,ADR,M,AK030,P
0,0,ADR,M,AL142,A
0,0,ADR,M,AL142,P
0,0,ADR,M,AJ085,A
0,0,ADR,M,AJ085,P
0,0,ADR,M,EA031,A
0,0,ADR,M,AL013,A
0,0,ADR,M,AL013,P
0,0,ADR,M,AI030,A
0,0,ADR,M,AI030,P
0,0,ADR,M,SU004,A
0,0,ADR,M,AI020,A
0,0,ADR,M,AL375,A
0,0,ADR,M,AL375,P
0,0,ADR,M,AL376,A
0,0,ADR,M,AL376,P
0,0,ADR,M,AL030,A
0,0,ADR,M,AL030,P
0,0,ADR,M,AQ060,A
0,0,ADR,M,AQ060,P
0,0,ADR,M,AD055,A
0,0,ADR,M,AD055,P
0,0,ADR,M,AK070,A
0,0,ADR,M,AD010,A
0,0,ADR,M,AD010,P
0,0,ADR,M,AL010,A
0,0,ADR,M,AL010,P
0,0,ADR,M,AK090,A
0,0,ADR,M,AQ080,A
0,0,ADR,M,AQ080,P
0,0,ADR,M,AH055,A
0,0,ADR,M,AH055,P
0,0,ADR,M,AM075,A
0,0,ADR,M,AM075,P
0,0,ADR,M,AK100,A
0,0,ADR,M,AK101,A
0,0,ADR,M,AM030,A
0,0,ADR,M,AM030,P
0,0,ADR,M,AJ110,A
0,0,ADR,M,AJ110,P
0,0,ADR,M,GB250,A
0,0,ADR,M,GB250,P
0,0,ADR,M,AD050,A
0,0,ADR,M,AD050,P
0,0,ADR,M,AL099,A
0,0,ADR,M,AL099,P
0,0,ADR,M,AC040,A
0,0,ADR,M,AC040,P
0,0,ADR,M,AL270,A
0,0,ADR,M,AL270,P
0,0,ADR,M,AL011,A
0,0,ADR,M,AL011,P
0,0,ADR,M,AL201,A
0,0,ADR,M,AL201,P
0,0,ADR,M,BC050,A
0,0,ADR,M,BC050,P
0,0,ADR,M,AL371,A
0,0,ADR,M,AL371,P
0,0,ADR,M,AI021,A
0,0,ADR,M,SU001,A
0,0,ADR,M,SU001,P
0,0,ADR,M,AQ170,A
0,0,ADR,M,AQ170,P
0,0,ADR,M,AM065,A
0,0,ADR,M,AM065,P
0,0,ADR,M,AG040,A
0,0,ADR,M,AK120,A
0,0,ADR,M,AQ141,A
0,0,ADR,M,AQ141,P
0,0,ADR,M,EA030,A
0,0,ADR,M,BB009,A
0,0,ADR,M,BB009,P
0,0,ADR,M,AD030,A
0,0,ADR,M,AD030,P
0,0,ADR,M,AL170,A
0,0,ADR,M,AL170,P
0,0,ADR,M,AQ116,A
0,0,ADR,M,AQ116,P
0,0,ADR,M,AK130,A
0,0,ADR,M,AK130,L
0,0,ADR,M,AT045,A
0,0,ADR,M,AT045,P
0,0,ADR,M,AN060,A
0,0,ADR,M,AQ135,A
0,0,ADR,M,AQ135,P
0,0,ADR,M,AN076,A
0,0,ADR,M,AN076,P
0,0,ADR,M,AC507,A
0,0,ADR,M,AC507,P
0,0,ADR,M,AL019,A
0,0,ADR,M,AL019,P
0,0,ADR,M,BB241,A
0,0,ADR,M,BB241,P
0,0,ADR,M,AG030,A
0,0,ADR,M,BB201,A
0,0,ADR,M,BB201,P
0,0,ADR,M,AD025,A
0,0,ADR,M,AD025,P
0,0,ADR,M,AL351,A
0,0,ADR,M,AL351,P
0,0,ADR,M,AJ080,A
0,0,ADR,M,AJ080,P
0,0,ADR,M,AK160,A
0,0,ADR,M,AK160,P
0,0,ADR,M,AM010,A
0,0,ADR,M,AM010,P
0,0,ADR,M,AM060,A
0,0,ADR,M,AM060,P
0,0,ADR,M,AK170,A
0,0,ADR,M,AK170,P
0,0,ADR,M,AM071,A
0,0,ADR,M,AM071,P
0,0,ADR,M,FA165,A
0,0,ADR,M,FA165,P
0,0,ADR,M,AQ125,A
0,0,ADR,M,AQ125,P
0,0,ADR,M,AL250,P
0,0,ADR,M,AQ140,A
0,0,ADR,M,AJ055,A
0,0,ADR,M,AJ055,P
0,0,ADR,M,BH220,A
0,0,ADR,M,BH220,P
0,0,ADR,M,AD060,A
0,0,ADR,M,AD060,P
0,0,ADR,M,AK180,A
0,0,ADR,M,AK180,P
0,0,AHA,M,ZI031,A
0,0,AMA,M,AK020,A
0,0,AMA,M,AK020,L
0,0,AMA,M,AK020,P
0,0,AOO,M,AT011,P
0,0,AOO,M,AT012,A
0,0,AOO,M,AT012,P
0,0,AOO,M,GB230,A
0,0,AOO,M,GB230,P
0,0,AOO,M,AK164,A
0,0,AOO,M,AK164,P
0,0,AOO,M,AK030,A
0,0,AOO,M,AK030,P
0,0,AOO,M,AK020,A
0,0,AOO,M,AK020,L
0,0,AOO,M,AK020,P
0,0,AOO,M,AQ151,A
0,0,AOO,M,AQ151,L
0,0,AOO,M,AL012,A
0,0,AOO,M,AL012,P
0,0,AOO,M,AL142,A
0,0,AOO,M,AL142,P
0,0,AOO,M,AJ085,A
0,0,AOO,M,AJ085,P
0,0,AOO,M,BI045,L
0,0,AOO,M,BI045,P
0,0,AOO,M,AG050,P
0,0,AOO,M,AC010,A
0,0,AOO,M,AC010,P
0,0,AOO,M,AQ040,A
0,0,AOO,M,AQ040,L
0,0,AOO,M,AQ040,P
0,0,AOO,M,AQ045,A
0,0,AOO,M,AQ045,L
0,0,AOO,M,AQ045,P
0,0,AOO,M,AQ050,A
0,0,AOO,M,AQ050,L
0,0,AOO,M,AQ055,P
0,0,AOO,M,EB070,A
0,0,AOO,M,AL013,A
0,0,AOO,M,AL013,P
0,0,AOO,M,AL018,A
0,0,AOO,M,AL018,L
0,0,AOO,M,AL018,P
0,0,AOO,M,AL020,A
0,0,AOO,M,AL020,P
0,0,AOO,M,AI020,A
0,0,AOO,M,AL375,A
0,0,AOO,M,AL375,P
0,0,AOO,M,AL376,A
0,0,AOO,M,AL376,P
0,0,AOO,M,AC020,A
0,0,AOO,M,AC020,P
0,0,AOO,M,DB029,P
0,0,AOO,M,AL030,A
0,0,AOO,M,AL030,P
0,0,AOO,M,BI010,P
0,0,AOO,M,AQ060,A
0,0,AOO,M,AQ060,P
0,0,AOO,M,AF020,L
0,0,AOO,M,AF020,P
0,0,AOO,M,AD055,A
0,0,AOO,M,AD055,P
0,0,AOO,M,AF030,A
0,0,AOO,M,AF030,P
0,0,AOO,M,AF040,A
0,0,AOO,M,AF040,P
0,0,AOO,M,AQ065,L
0,0,AOO,M,AQ065,P
0,0,AOO,M,BI020,A
0,0,AOO,M,BI020,L
0,0,AOO,M,BI020,P
0,0,AOO,M,AT010,P
0,0,AOO,M,AB000,A
0,0,AOO,M,AB000,P
0,0,AOO,M,AK070,A
0,0,AOO,M,BB090,A
0,0,AOO,M,AD010,A
0,0,AOO,M,AD010,P
0,0,AOO,M,AF060,A
0,0,AOO,M,AF060,P
0,0,AOO,M,AF050,L
0,0,AOO,M,AF050,P
0,0,AOO,M,AA010,A
0,0,AOO,M,AA010,P
0,0,AOO,M,AL010,A
0,0,AOO,M,AL010,P
0,0,AOO,M,AK090,A
0,0,AOO,M,AQ070,L
0,0,AOO,M,AQ080,A
0,0,AOO,M,AQ080,P
0,0,AOO,M,FA015,A
0,0,AOO,M,FA015,P
0,0,AOO,M,BH051,A
0,0,AOO,M,BH051,P
0,0,AOO,M,BB110,A
0,0,AOO,M,BB110,P
0,0,AOO,M,AF070,P
0,0,AOO,M,BB199,A
0,0,AOO,M,BI044,A
0,0,AOO,M,BI044,L
0,0,AOO,M,BI044,P
0,0,AOO,M,EC015,A
0,0,AOO,M,EC015,L
0,0,AOO,M,AH055,A
0,0,AOO,M,AH055,P
0,0,AOO,M,AM075,A
0,0,AOO,M,AM075,P
0,0,AOO,M,AL080,L
0,0,AOO,M,AL080,P
0,0,AOO,M,AP040,L
0,0,AOO,M,AP040,P
0,0,AOO,M,AK100,A
0,0,AOO,M,AM030,A
0,0,AOO,M,AM030,P
0,0,AOO,M,AM020,A
0,0,AOO,M,AM020,P
0,0,AOO,M,AK110,A
0,0,AOO,M,AK110,P
0,0,AOO,M,AJ110,A
0,0,AOO,M,AJ110,P
0,0,AOO,M,GB250,A
0,0,AOO,M,GB250,P
0,0,AOO,M,AD050,A
0,0,AOO,M,AD050,P
0,0,AOO,M,AJ030,A
0,0,AOO,M,AJ030,P
0,0,AOO,M,AF080,P
0,0,AOO,M,BD181,P
0,0,AOO,M,AL099,A
0,0,AOO,M,AL099,P
0,0,AOO,M,AC040,A
0,0,AOO,M,AC040,P
0,0,AOO,M,AL270,A
0,0,AOO,M,AL270,P
0,0,AOO,M,AC060,A
0,0,AOO,M,AC060,P
0,0,AOO,M,AL011,A
0,0,AOO,M,AL011,P
0,0,AOO,M,BA030,A
0,0,AOO,M,BA030,P
0,0,AOO,M,GB040,A
0,0,AOO,M,GB040,P
0,0,AOO,M,AL110,P
0,0,AOO,M,BC070,P
0,0,AOO,M,BC050,A
0,0,AOO,M,BC050,P
0,0,AOO,M,BI030,A
0,0,AOO,M,BI030,L
0,0,AOO,M,BI030,P
0,0,AOO,M,AL371,A
0,0,AOO,M,AL371,P
0,0,AOO,M,AI021,A
0,0,AOO,M,AL130,A
0,0,AOO,M,AL130,L
0,0,AOO,M,AL130,P
0,0,AOO,M,SU001,A
0,0,AOO,M,SU001,P
0,0,AOO,M,AA020,A
0,0,AOO,M,AA020,P
0,0,AOO,M,AL065,A
0,0,AOO,M,AM040,A
0,0,AOO,M,AM040,P
0,0,AOO,M,AL120,A
0,0,AOO,M,AL120,P
0,0,AOO,M,AQ110,P
0,0,AOO,M,AQ170,A
0,0,AOO,M,AQ170,P
0,0,AOO,M,DB150,P
0,0,AOO,M,AM065,A
0,0,AOO,M,AM065,P
0,0,AOO,M,AL014,A
0,0,AOO,M,AL014,P
0,0,AOO,M,AD041,A
0,0,AOO,M,AD041,P
0,0,AOO,M,AG040,A
0,0,AOO,M,BD115,A
0,0,AOO,M,BD115,P
0,0,AOO,M,AK080,L
0,0,AOO,M,AK080,P
0,0,AOO,M,AQ141,A
0,0,AOO,M,AQ141,P
0,0,AOO,M,BB009,A
0,0,AOO,M,BB009,P
0,0,AOO,M,AD030,A
0,0,AOO,M,AD030,P
0,0,AOO,M,AQ111,P
0,0,AOO,M,AQ116,A
0,0,AOO,M,AQ116,P
0,0,AOO,M,AT042,P
0,0,AOO,M,AT045,A
0,0,AOO,M,AT045,P
0,0,AOO,M,AN060,A
0,0,AOO,M,AL195,A
0,0,AOO,M,AL195,L
0,0,AOO,M,BH120,A
0,0,AOO,M,BH120,L
0,0,AOO,M,BH120,P
0,0,AOO,M,AB010,A
0,0,AOO,M,AL180,A
0,0,AOO,M,AA040,A
0,0,AOO,M,AA040,P
0,0,AOO,M,AP020,P
0,0,AOO,M,AQ135,A
0,0,AOO,M,AQ135,P
0,0,AOO,M,DB160,A
0,0,AOO,M,DB160,P
0,0,AOO,M,AN076,A
0,0,AOO,M,AN076,P
0,0,AOO,M,AL200,A
0,0,AOO,M,AL200,P
0,0,AOO,M,AK161,P
0,0,AOO,M,GB070,A
0,0,AOO,M,AC507,A
0,0,AOO,M,AC507,P
0,0,AOO,M,AL019,A
0,0,AOO,M,AL019,P
0,0,AOO,M,BI006,A
0,0,AOO,M,BI006,L
0,0,AOO,M,BI006,P
0,0,AOO,M,AM011,A
0,0,AOO,M,AM011,P
0,0,AOO,M,BB241,A
0,0,AOO,M,BB241,P
0,0,AOO,M,AG030,A
0,0,AOO,M,BB081,A
0,0,AOO,M,BB081,L
0,0,AOO,M,AK150,L
0,0,AOO,M,AK150,P
0,0,AOO,M,BI040,L
0,0,AOO,M,BI040,P
0,0,AOO,M,BB201,A
0,0,AOO,M,BB201,P
0,0,AOO,M,AF010,P
0,0,AOO,M,AD025,A
0,0,AOO,M,AD025,P
0,0,AOO,M,AD020,A
0,0,AOO,M,AD020,P
0,0,AOO,M,AL351,A
0,0,AOO,M,AL351,P
0,0,AOO,M,AJ080,A
0,0,AOO,M,AJ080,P
0,0,AOO,M,AK160,A
0,0,AOO,M,AK160,P
0,0,AOO,M,AM010,A
0,0,AOO,M,AM010,P
0,0,AOO,M,AM070,A
0,0,AOO,M,AM070,P
0,0,AOO,M,AQ162,P
0,0,AOO,M,AM060,A
0,0,AOO,M,AM060,P
0,0,AOO,M,AM071,A
0,0,AOO,M,AM071,P
0,0,AOO,M,AL510,P
0,0,AOO,M,AL036,A
0,0,AOO,M,AL036,P
0,0,AOO,M,AL241,A
0,0,AOO,M,AL241,P
0,0,AOO,M,FA165,A
0,0,AOO,M,FA165,P
0,0,AOO,M,AQ068,A
0,0,AOO,M,AQ068,P
0,0,AOO,M,AL211,A
0,0,AOO,M,AL211,L
0,0,AOO,M,AL211,P
0,0,AOO,M,AQ125,A
0,0,AOO,M,AQ125,P
0,0,AOO,M,AQ130,A
0,0,AOO,M,AQ130,L
0,0,AOO,M,AQ095,P
0,0,AOO,M,AP041,L
0,0,AOO,M,AP041,P
0,0,AOO,M,BI005,A
0,0,AOO,M,BI050,A
0,0,AOO,M,BI050,P
0,0,AOO,M,AJ055,A
0,0,AOO,M,AJ055,P
0,0,AOO,M,AM080,A
0,0,AOO,M,AM080,P
0,0,AOO,M,BH180,L
0,0,AOO,M,BH180,P
0,0,AOO,M,BH220,A
0,0,AOO,M,BH220,P
0,0,AOO,M,AD060,A
0,0,AOO,M,AD060,P
0,0,AOO,M,AJ051,P
0,0,AOO,M,AJ050,A
0,0,AOO,M,AJ050,P
0,0,AOO,M,AK180,A
0,0,AOO,M,AK180,P
0,0,APT,M,GB005,A
0,0,APT,M,GB005,P
0,0,APT2,M,GB005,A
0,0,APT2,M,GB005,P
0,0,APT3,M,GB005,A
0,0,APT3,M,GB005,P
0,0,APU,M,GB015,A
0,0,APU2,M,GB015,A
0,0,APU3,M,GB015,A
0,0,APY,M,GB015,A
0,0,AQN,M,BH116,A
0,0,AQN,M,DB115,A
0,0,AQN,M,DB115,P
0,0,AQN,M,BH170,A
0,0,AQN,M,BH170,P
0,0,AQN,M,BH230,A
0,0,AQN,M,BH230,P
0,0,AQO,M,BH116,A
0,0,AQO2,M,BH116,A
0,0,AQO3,M,BH116,A
0,0,AQP,M,BH116,A
0,0,AQP2,M,BH116,A
0,0,AQP3,M,BH116,A
0,0,AQTC,M,BH116,A
0,0,AQTL,M,BH116,A
0,0,AQTU,M,BH116,A
0,0,ARA,M,AB040,A
0,0,ARA,M,AT012,A
0,0,ARA,M,AT012,P
0,0,ARA,M,GB230,A
0,0,ARA,M,GB230,P
0,0,ARA,M,AK164,A
0,0,ARA,M,AK164,P
0,0,ARA,M,AK030,A
0,0,ARA,M,AK030,P
0,0,ARA,M,AK020,A
0,0,ARA,M,AK020,L
0,0,ARA,M,AK020,P
0,0,ARA,M,GB015,A
0,0,ARA,M,BH010,A
0,0,ARA,M,BH010,L
0,0,ARA,M,BH116,A
0,0,ARA,M,AQ151,A
0,0,ARA,M,AQ151,L
0,0,ARA,M,AL012,A
0,0,ARA,M,AL012,P
0,0,ARA,M,DA005,A
0,0,ARA,M,AL142,A
0,0,ARA,M,AL142,P
0,0,ARA,M,AJ085,A
0,0,ARA,M,AJ085,P
0,0,ARA,M,AG050,P
0,0,ARA,M,AC010,A
0,0,ARA,M,AC010,P
0,0,ARA,M,BH015,A
0,0,ARA,M,EA031,A
0,0,ARA,M,AQ040,A
0,0,ARA,M,AQ040,L
0,0,ARA,M,AQ040,P
0,0,ARA,M,AQ056,A
0,0,ARA,M,AQ056,L
0,0,ARA,M,AQ056,P
0,0,ARA,M,AQ045,A
0,0,ARA,M,AQ045,L
0,0,ARA,M,AQ045,P
0,0,ARA,M,AQ050,A
0,0,ARA,M,AQ050,L
0,0,ARA,M,EB070,A
0,0,ARA,M,AL013,A
0,0,ARA,M,AL013,P
0,0,ARA,M,AL018,A
0,0,ARA,M,AL018,L
0,0,ARA,M,AL018,P
0,0,ARA,M,AL020,A
0,0,ARA,M,AL020,P
0,0,ARA,M,AI030,A
0,0,ARA,M,AI030,P
0,0,ARA,M,AK060,A
0,0,ARA,M,AK060,P
0,0,ARA,M,BH020,A
0,0,ARA,M,BH020,L
0,0,ARA,M,EC010,A
0,0,ARA,M,SU004,A
0,0,ARA,M,AI020,A
0,0,ARA,M,AP010,L
0,0,ARA,M,AL375,A
0,0,ARA,M,AL375,P
0,0,ARA,M,AL376,A
0,0,ARA,M,AL376,P
0,0,ARA,M,AC020,A
0,0,ARA,M,AC020,P
0,0,ARA,M,AQ063,A
0,0,ARA,M,AQ063,L
0,0,ARA,M,AL030,A
0,0,ARA,M,AL030,P
0,0,ARA,M,AH070,P
0,0,ARA,M,BI010,P
0,0,ARA,M,EC040,A
0,0,ARA,M,EC040,L
0,0,ARA,M,FA210,A
0,0,ARA,M,FA012,A
0,0,ARA,M,FA012,P
0,0,ARA,M,AQ060,A
0,0,ARA,M,AQ060,P
0,0,ARA,M,AF020,L
0,0,ARA,M,AF020,P
0,0,ARA,M,AD055,A
0,0,ARA,M,AD055,P
0,0,ARA,M,AF030,A
0,0,ARA,M,AF030,P
0,0,ARA,M,AL175,A
0,0,ARA,M,AF040,A
0,0,ARA,M,AF040,P
0,0,ARA,M,BJ031,A
0,0,ARA,M,BJ031,L
0,0,ARA,M,DB061,A
0,0,ARA,M,DB061,L
0,0,ARA,M,EA010,A
0,0,ARA,M,AQ062,P
0,0,ARA,M,AQ065,L
0,0,ARA,M,AQ065,P
0,0,ARA,M,DB070,L
0,0,ARA,M,BI020,A
0,0,ARA,M,BI020,L
0,0,ARA,M,BI020,P
0,0,ARA,M,GB050,L
0,0,ARA,M,DB080,A
0,0,ARA,M,EE030,A
0,0,ARA,M,AB000,A
0,0,ARA,M,AB000,P
0,0,ARA,M,BH030,A
0,0,ARA,M,BH030,L
0,0,ARA,M,AL060,A
0,0,ARA,M,AL060,L
0,0,ARA,M,AK070,A
0,0,ARA,M,BB090,A
0,0,ARA,M,AD010,A
0,0,ARA,M,AD010,P
0,0,ARA,M,DB090,A
0,0,ARA,M,DB090,L
0,0,ARA,M,AF060,A
0,0,ARA,M,AF060,P
0,0,ARA,M,AH025,A
0,0,ARA,M,AH025,L
0,0,ARA,M,AP033,P
0,0,ARA,M,DB100,L
0,0,ARA,M,AF050,L
0,0,ARA,M,AF050,P
0,0,ARA,M,AA010,A
0,0,ARA,M,AA010,P
0,0,ARA,M,AL010,A
0,0,ARA,M,AL010,P
0,0,ARA,M,AK090,A
0,0,ARA,M,AQ080,A
0,0,ARA,M,AQ080,P
0,0,ARA,M,FA015,A
0,0,ARA,M,FA015,P
0,0,ARA,M,BH051,A
0,0,ARA,M,BH051,P
0,0,ARA,M,BI060,L
0,0,ARA,M,BB199,A
0,0,ARA,M,BI044,A
0,0,ARA,M,BI044,L
0,0,ARA,M,BI044,P
0,0,ARA,M,BH070,A
0,0,ARA,M,BH070,L
0,0,ARA,M,BH070,P
0,0,ARA,M,EC015,A
0,0,ARA,M,EC015,L
0,0,ARA,M,EC060,A
0,0,ARA,M,AH055,A
0,0,ARA,M,AH055,P
0,0,ARA,M,BH075,A
0,0,ARA,M,BH075,P
0,0,ARA,M,AM075,A
0,0,ARA,M,AM075,P
0,0,ARA,M,AL080,L
0,0,ARA,M,AL080,P
0,0,ARA,M,DB110,L
0,0,ARA,M,DB115,A
0,0,ARA,M,DB115,P
0,0,ARA,M,BJ030,A
0,0,ARA,M,AK100,A
0,0,ARA,M,AK101,A
0,0,ARA,M,AM030,A
0,0,ARA,M,AM030,P
0,0,ARA,M,AM020,A
0,0,ARA,M,AM020,P
0,0,ARA,M,AK110,A
0,0,ARA,M,AK110,P
0,0,ARA,M,EB010,A
0,0,ARA,M,AJ110,A
0,0,ARA,M,AJ110,P
0,0,ARA,M,BB005,A
0,0,ARA,M,GB250,A
0,0,ARA,M,GB250,P
0,0,ARA,M,AD050,A
0,0,ARA,M,AD050,P
0,0,ARA,M,EA020,L
0,0,ARA,M,GB030,A
0,0,ARA,M,GB030,P
0,0,ARA,M,GB035,A
0,0,ARA,M,GB035,P
0,0,ARA,M,AJ030,A
0,0,ARA,M,AJ030,P
0,0,ARA,M,EA055,A
0,0,ARA,M,AF080,P
0,0,ARA,M,BD181,P
0,0,ARA,M,BH077,A
0,0,ARA,M,AL099,A
0,0,ARA,M,AL099,P
0,0,ARA,M,AC040,A
0,0,ARA,M,AC040,P
0,0,ARA,M,AA052,A
0,0,ARA,M,BJ060,P
0,0,ARA,M,BJ065,A
0,0,ARA,M,BJ099,A
0,0,ARA,M,AL270,A
0,0,ARA,M,AL270,P
0,0,ARA,M,AC060,A
0,0,ARA,M,AC060,P
0,0,ARA,M,BH082,A
0,0,ARA,M,BH082,P
0,0,ARA,M,AL011,A
0,0,ARA,M,AL011,P
0,0,ARA,M,AL201,A
0,0,ARA,M,AL201,P
0,0,ARA,M,BA030,A
0,0,ARA,M,BA030,P
0,0,ARA,M,GB005,A
0,0,ARA,M,GB005,P
0,0,ARA,M,IA040,A
0,0,ARA,M,BH090,A
0,0,ARA,M,DB211,A
0,0,ARA,M,GB040,A
0,0,ARA,M,GB040,P
0,0,ARA,M,BC070,P
0,0,ARA,M,BC050,A
0,0,ARA,M,BC050,P
0,0,ARA,M,AB021,P
0,0,ARA,M,BI030,A
0,0,ARA,M,BI030,L
0,0,ARA,M,BI030,P
0,0,ARA,M,EE010,A
0,0,ARA,M,AK121,A
0,0,ARA,M,AK121,P
0,0,ARA,M,AL371,A
0,0,ARA,M,AL371,P
0,0,ARA,M,AI021,A
0,0,ARA,M,ED010,A
0,0,ARA,M,AL130,A
0,0,ARA,M,AL130,L
0,0,ARA,M,AL130,P
0,0,ARA,M,SU001,A
0,0,ARA,M,SU001,P
0,0,ARA,M,AA020,A
0,0,ARA,M,AA020,P
0,0,ARA,M,AL065,A
0,0,ARA,M,AM040,A
0,0,ARA,M,AM040,P
0,0,ARA,M,AL120,A
0,0,ARA,M,AL120,P
0,0,ARA,M,BH100,A
0,0,ARA,M,BH100,L
0,0,ARA,M,BJ020,A
0,0,ARA,M,AQ170,A
0,0,ARA,M,AQ170,P
0,0,ARA,M,DB150,P
0,0,ARA,M,AM065,A
0,0,ARA,M,AM065,P
0,0,ARA,M,BH170,A
0,0,ARA,M,BH170,P
0,0,ARA,M,AL014,A
0,0,ARA,M,AL014,P
0,0,ARA,M,AA054,P
0,0,ARA,M,AD041,A
0,0,ARA,M,AD041,P
0,0,ARA,M,EC020,A
0,0,ARA,M,EC020,P
0,0,ARA,M,AG040,A
0,0,ARA,M,BD115,A
0,0,ARA,M,BD115,P
0,0,ARA,M,EA040,A
0,0,ARA,M,AK080,L
0,0,ARA,M,AK080,P
0,0,ARA,M,AL155,L
0,0,ARA,M,AL155,P
0,0,ARA,M,AK120,A
0,0,ARA,M,AQ141,A
0,0,ARA,M,AQ141,P
0,0,ARA,M,AL140,A
0,0,ARA,M,AL140,L
0,0,ARA,M,BH110,L
0,0,ARA,M,AK061,A
0,0,ARA,M,AL165,P
0,0,ARA,M,EA030,A
0,0,ARA,M,BJ080,A
0,0,ARA,M,BB009,A
0,0,ARA,M,BB009,P
0,0,ARA,M,AD030,A
0,0,ARA,M,AD030,P
0,0,ARA,M,AL170,A
0,0,ARA,M,AL170,P
0,0,ARA,M,AQ116,A
0,0,ARA,M,AQ116,P
0,0,ARA,M,AT042,P
0,0,ARA,M,BH012,P
0,0,ARA,M,AK130,A
0,0,ARA,M,AK130,L
0,0,ARA,M,AT045,A
0,0,ARA,M,AT045,P
0,0,ARA,M,AN085,P
0,0,ARA,M,AN075,A
0,0,ARA,M,AN075,P
0,0,ARA,M,AN060,A
0,0,ARA,M,AL195,A
0,0,ARA,M,AL195,L
0,0,ARA,M,BH120,A
0,0,ARA,M,BH120,L
0,0,ARA,M,BH120,P
0,0,ARA,M,AB010,A
0,0,ARA,M,AL180,A
0,0,ARA,M,BH135,A
0,0,ARA,M,AA040,A
0,0,ARA,M,AA040,P
0,0,ARA,M,BH140,A
0,0,ARA,M,BH140,L
0,0,ARA,M,AP030,A
0,0,ARA,M,AP030,L
0,0,ARA,M,AQ135,A
0,0,ARA,M,AQ135,P
0,0,ARA,M,DB160,A
0,0,ARA,M,DB160,P
0,0,ARA,M,AN076,A
0,0,ARA,M,AN076,P
0,0,ARA,M,AL200,A
0,0,ARA,M,AL200,P
0,0,ARA,M,GB055,A
0,0,ARA,M,BH160,A
0,0,ARA,M,BH155,A
0,0,ARA,M,BH155,P
0,0,ARA,M,BH150,A
0,0,ARA,M,DB170,A
0,0,ARA,M,AK161,P
0,0,ARA,M,GB070,A
0,0,ARA,M,AL105,A
0,0,ARA,M,AL105,P
0,0,ARA,M,AC030,A
0,0,ARA,M,AC507,A
0,0,ARA,M,AC507,P
0,0,ARA,M,AL208,A
0,0,ARA,M,AL208,P
0,0,ARA,M,AL019,A
0,0,ARA,M,AL019,P
0,0,ARA,M,BI006,A
0,0,ARA,M,BI006,L
0,0,ARA,M,BI006,P
0,0,ARA,M,AM011,A
0,0,ARA,M,AM011,P
0,0,ARA,M,BB241,A
0,0,ARA,M,BB241,P
0,0,ARA,M,AG030,A
0,0,ARA,M,BB081,A
0,0,ARA,M,BB081,L
0,0,ARA,M,BB082,A
0,0,ARA,M,BB082,L
0,0,ARA,M,AQ035,L
0,0,ARA,M,AK150,L
0,0,ARA,M,AK150,P
0,0,ARA,M,AK155,A
0,0,ARA,M,AK155,L
0,0,ARA,M,BB201,A
0,0,ARA,M,BB201,P
0,0,ARA,M,BD140,A
0,0,ARA,M,BD140,P
0,0,ARA,M,BJ100,A
0,0,ARA,M,DA010,A
0,0,ARA,M,AD025,A
0,0,ARA,M,AD025,P
0,0,ARA,M,AD020,A
0,0,ARA,M,AD020,P
0,0,ARA,M,AL351,A
0,0,ARA,M,AL351,P
0,0,ARA,M,BH165,A
0,0,ARA,M,BH165,L
0,0,ARA,M,AK040,A
0,0,ARA,M,AK040,P
0,0,ARA,M,AJ080,A
0,0,ARA,M,AJ080,P
0,0,ARA,M,AK160,A
0,0,ARA,M,AK160,P
0,0,ARA,M,AQ150,A
0,0,ARA,M,AQ150,L
0,0,ARA,M,DB010,L
0,0,ARA,M,GB045,A
0,0,ARA,M,AM010,A
0,0,ARA,M,AM010,P
0,0,ARA,M,AM070,A
0,0,ARA,M,AM070,P
0,0,ARA,M,AQ114,P
0,0,ARA,M,BD100,A
0,0,ARA,M,BD100,P
0,0,ARA,M,AM060,A
0,0,ARA,M,AM060,P
0,0,ARA,M,ED020,A
0,0,ARA,M,AK170,A
0,0,ARA,M,AK170,P
0,0,ARA,M,AP056,A
0,0,ARA,M,AP056,P
0,0,ARA,M,AM071,A
0,0,ARA,M,AM071,P
0,0,ARA,M,AP055,A
0,0,ARA,M,AP055,L
0,0,ARA,M,GB075,A
0,0,ARA,M,GB075,L
0,0,ARA,M,FA100,A
0,0,ARA,M,EB020,A
0,0,ARA,M,BA040,A
0,0,ARA,M,AL036,A
0,0,ARA,M,AL036,P
0,0,ARA,M,AL241,A
0,0,ARA,M,AL241,P
0,0,ARA,M,AP050,L
0,0,ARA,M,FA165,A
0,0,ARA,M,FA165,P
0,0,ARA,M,AQ068,A
0,0,ARA,M,AQ068,P
0,0,ARA,M,AL211,A
0,0,ARA,M,AL211,L
0,0,ARA,M,AL211,P
0,0,ARA,M,AQ125,A
0,0,ARA,M,AQ125,P
0,0,ARA,M,BJ110,A
0,0,ARA,M,AQ130,A
0,0,ARA,M,AQ130,L
0,0,ARA,M,AH060,A
0,0,ARA,M,AH060,P
0,0,ARA,M,AL250,P
0,0,ARA,M,AQ115,P
